ID:,ConnorTest1,Date:,17_02_2020
0433101,866,1
0131102,1071,1
0131103,900,1
0132104,730,1
0433105,789,1
0132106,1122,1
1131101,797,1
1132102,1806,2
1433103,776,1
1131104,630,1
1132105,781,1
1131106,1037,2
1132107,762,1
1131108,1462,1
1131109,731,1
1131110,937,1
1433111,850,1
1132112,765,1
1132113,693,1
1433114,1979,2
1131115,1275,1
1433116,1135,1
1131117,748,1
1131118,1003,1
1132119,731,1
1132120,798,1
1132121,1089,1
1433122,1482,1
1433123,1464,2
1132124,1190,1
1132125,1585,1
1131126,731,1
2231101,976,1
2232102,1073,1
2232103,799,1
2232104,1004,1
2232105,1670,2
2231106,1070,1
2231107,698,1
2231108,1365,1
2231109,1173,1
2231110,798,1
2231111,984,1
2232112,800,1
2232113,920,1
2231114,883,1
2232115,2318,2
2232116,887,1
2232117,1225,1
2231118,1635,2
2232119,16248,1
2231120,8290,1
16
3423101,2757,2
3121102,762,1
3121103,627,1
3122104,782,1
3121105,644,1
3121106,593,1
3121107,595,1
3122108,968,1
3121109,729,1
3122110,1087,1
3121111,886,1
3122112,607,1
3122113,729,1
3121114,1330,1
3122115,2197,2
3423116,1245,1
3122117,1175,1
3423118,1274,1
3122119,956,1
3423120,798,1
3122121,901,1
3423122,1023,1
3121123,833,1
3121124,817,1
3122125,919,1
3423126,730,1
4222101,5631,1
4222102,1504,1
4221103,1139,1
4221104,612,1
4221105,778,1
4221106,1445,1
4221107,627,1
4222108,1309,1
4221109,1377,2
4221110,919,1
4221111,780,1
4222112,594,1
4221113,1021,1
4222114,1088,1
4222115,1396,2
4221116,817,1
4222117,1189,1
4222118,1208,1
4222119,1022,1
4222120,713,1
5112101,1928,2
5111102,664,1
5112103,766,1
5112104,732,1
5111105,748,1
5413106,2557,1
5413107,3443,1
5111108,1003,1
5413109,1548,1
5111110,832,1
5111111,1188,1
5413112,2693,1
5112113,764,1
5111114,781,1
5111115,696,1
5112116,1649,2
5112117,2314,1
5112118,1086,1
5112119,801,1
5111120,2353,1
5413121,1462,1
5111122,751,1
5112123,1160,2
5413124,1723,1
5112125,1092,1
5111126,1091,1
6212101,1346,1
6212102,694,1
6212103,1258,1
6212104,1343,1
6211105,1102,2
6212106,1738,2
6212107,1020,1
6212108,1449,1
6211109,2638,2
6211110,2746,2
6212111,1587,1
6211112,1091,1
6211113,1108,1
6212114,817,1
6211115,1468,1
6212116,1038,1
6211117,799,1
6211118,1293,1
6211119,1126,1
6211120,1007,1
30
7112101,2633,1
7112102,1856,1
7111103,1075,1
7112104,1038,1
7111105,678,1
7112106,628,1
7111107,1464,2
7112108,696,1
7413109,2389,1
7111110,1893,3
7111111,764,1
7413112,1309,1
7413113,1123,1
7413114,1003,1
7112115,1450,1
7413116,3379,1
7111117,505,1
7111118,524,1
7112119,952,1
7112120,2488,2
7111121,1243,1
7111122,730,1
7111123,867,1
7112124,1071,1
7413125,1157,1
7112126,819,1
8212101,2916,1
8211102,732,1
8211103,968,1
8212104,901,1
8212105,833,1
8211106,2539,1
8211107,1106,1
8212108,1565,1
8211109,644,1
8212110,1276,1
8211111,1075,1
8212112,2095,1
8211113,1840,1
8211114,848,1
8212115,1620,1
8211116,1585,1
8212117,1329,1
8212118,952,1
8212119,985,1
8211120,697,1
9322101,3528,2
9321202,5041,3
9322103,1546,2
9322204,1919,2
9322105,1910,2
9322206,3011,2
9322207,3127,2
9321208,2519,2
9321109,1599,2
9322210,3001,2
9321111,1705,2
9321112,1430,2
9321213,5184,4
9321214,1444,2
9321115,1788,2
9322216,4864,3
9321117,2998,2
9322118,1107,2
9322219,4027,2
9321220,5951,5
9321121,4536,2
9321122,1604,2
9322123,2318,2
9322224,1824,2
9321225,1701,2
9321126,2418,2
9321127,1226,2
9321128,1415,2
9322229,35614,2
9322130,1480,2
9321231,2147,2
9322132,2081,2
9322233,1816,2
9321234,2538,2
9322135,2642,2
9322236,3408,2
9321237,2267,2
9322138,2810,2
9322139,1977,2
9321240,3562,2
